API10,API12,API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,DI Landing Zone,DI Landing Zone Source,Target Formation,Formation at Total Depth,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,True Vertical Depth Source,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Spud Date Source,Completion Date,Completion Date Source,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Gross Perforated Interval Source,Horizontal Length,DI Lateral Length,DI Lateral Length Source,Wellbore Count (API10),Completion Count (API10),Treatment Job Count (API10),First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),Qualifier (First Treatment Job),Stage Count (First Treatment Job),Max Injection Rate (First Treatment Job),Max Injection Pressure (First Treatment Job),Total Proppant (First Treatment Job),Total Fluid (First Treatment Job),Total Additive (First Treatment Job),Proppant Per Horizontal Foot (First Treatment Job),Proppant per Perforated Foot (First Treatment Job),Fluid per Perforated Foot (First Treatment Job),Proppant Concentration (lbs/gal) (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,First Test Gas Gravity,First Test Oil Gravity,First Test GOR,First Test Casing Pressure,First Test Choke Size,First Test Flowing Tubing Pressure,Prac IP BOE,Prac IP Gas Daily,Prac IP Oil Daily,Prac IP CFGED,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Daily Gas,Daily Oil,Latest Gas,Latest Oil,Latest Water,Latest Yield,Last WHSIP,Latest GOR,First Month Gas,First Month Oil,First Month Water,2nd Month GOR,2nd Month Yield,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,Last 12 Yield,Prior 12 Gas,Prior 12 Oil,Prior 12 Water,First 24 BOE,First 24 Gas,First 24 Oil,First 24 Water,First 24 MMCFGE,First 60 BOE,First 60 Gas,First 60 Oil,First 60 Water,First 60 MMCFGE,Horizontal Wellbore Length,TVDSS Mean,Percentage in Landing Zone,Toe in Landing Zone,Footage in Landing Zone,Avg Distance from Top of Zone,Avg Distance from Base of Zone,Ext Formation Thickness Mean,Has Digitized Trajectory (Y/N),Has Filing Document(s) (Y/N),Has Well Log (LAS) (Y/N),Has Well Log (Raster) (Y/N),LAS Mnemonics,Country,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,OCS Area,PGC Area,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,UWI,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
4304754306,430475430600,43047543060000,GMBU,G-30-8-18,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5025,6553,6400,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,30,08S,18E,NWNW,,,,,,,,,,,,,,43-047-54306-00,40.0948564,-109.9438428,40.0920492,-109.9401711
4304754305,430475430500,43047543050000,GMBU,J-25-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5025,6549,6400,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,30,08S,18E,NWNW,,,,,,,,,,,,,,43-047-54305-00,40.0948034,-109.9438728,40.0919691,-109.9458933
4304754202,430475420200,43047542020000,GMBU,C-1-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5028,6337,6210,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,36,08S,17E,SESW,,,,,,,,,,,,,,43-047-54202-00,40.0689017,-109.9580033,40.0665827,-109.9544614
4304754191,430475419100,43047541910000,GMBU,E-1-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5047,6377,6210,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,35,08S,17E,SESE,,,,,,,,,,,,,,43-047-54191-00,40.0691116,-109.9674936,40.0664529,-109.9634721
4304754188,430475418800,43047541880000,GMBU,D-1-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5028,6344,6200,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,36,08S,17E,SESW,,,,,,,,,,,,,,43-047-54188-00,40.0688717,-109.9581033,40.0662774,-109.9601532
4304754187,430475418700,43047541870000,GMBU,M-2-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,,,,5067,KB EST,5051,,,,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,02,09S,17E,NWSE,,,,,,,,,,,,,,43-047-54187-00,40.0575838,-109.9731038,40.0575838,-109.9727039
4304754064,430475406400,43047540640000,GMBU,E-6-9-18,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,4983,6304,6175,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,36,08S,17E,SESE,,,,,,,,,,,,,,43-047-54064-00,40.0689627,-109.948303,40.0662966,-109.9452982
4304754063,430475406300,43047540630000,GMBU,B-1-9-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5020,6366,6210,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,36,08S,17E,SWSE,,,,,,,,,,,,,,43-047-54063-00,40.0691537,-109.9532031,40.0665941,-109.9493953
4304754059,430475405900,43047540590000,GMBU,C-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5116,6476,6425,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,23,08S,17E,SESW,,,,,,,,,,,,,,43-047-54059-00,40.0968321,-109.9766039,40.0959552,-109.9734058
4304753942,430475394200,43047539420000,GMBU,R-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5062,6405,6250,REPORTED,OIL,PERMITTED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,26,08S,17E,NESW,,,,,,,,,,,,,,43-047-53942-00,40.0877113,-109.9763039,40.0846487,-109.9733601
4304753941,430475394100,43047539410000,GMBU,Q-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5062,6460,6250,REPORTED,OIL,PERMITTED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,26,08S,17E,NESW,,,,,,,,,,,,,,43-047-53941-00,40.0876923,-109.9764039,40.0846715,-109.9792883
4304753921,430475392100,43047539210000,GMBU,S-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5055,6391,6225,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,26,08S,17E,NWSE,,,,,,,,,,,,,,43-047-53921-00,40.0870023,-109.9728038,40.0848547,-109.9682863
4304753920,430475392000,43047539200000,GMBU,M-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5055,6375,6280,REPORTED,OIL,CANCELLED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,26,08S,17E,NWSE,,,,,,,,,,,,,,43-047-53920-00,40.0869523,-109.9728038,40.0894208,-109.9740162
4304753912,430475391200,43047539120000,GMBU,W-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5058,6360,6200,REPORTED,OIL,PERMITTED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,35,08S,17E,NENW,,,,,,,,,,,,,,43-047-53912-00,40.0792504,-109.9767639,40.0822302,-109.9733219
4304753910,430475391000,43047539100000,GMBU,X-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,MONUMENT BUTTE,MONUMENT BUTTE,,,,5058,6377,6180,REPORTED,OIL,PERMITTED,,,,,,,,,D,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,false,false,false,,US,UINTA,,UT,35,08S,17E,NENW,,,,,,,,,,,,,,43-047-53910-00,40.0792014,-109.9767939,40.0792013,-109.9767018
4304753290,430475329000,43047532900000,GMBU,N-26-8-17,GMBU,NEWFIELD,OVINTIV INC.,NEWFIELD PRODUCTION COMPANY,OVV,MONUMENT BUTTE,UINTAH (UT),UINTA,UINTA,,,,GREEN RIVER,GREEN RIVER,GREEN RIVER,5064,KB EST,5048,6451,6369.18,TRAJECTORY,OIL,SHUT-IN,1,128655896,COM,UTU-76240,2013-12-11,REPORTED,2014-01-24,State Agency,D,,,,,,,,1,1,1,2014-01-01,2020-03-01,75,2014-01-20,2014-01-20,AdditiveSummary,,,,159752,2506.81,31298,,,,1.52,,,,,,,,,,,,,,,,64.875,25.8214,60.5714,389250,1816.5,2,952,3,1696,2,10.899,2,,,,13444.48,4119,12758,8884,322.86,0.0807,80.667,1.8521,5.7365,15,78,272,5200,,192.31,27,206,270,426.3,2345.7815,3574,2124,3220,1155,,,,5115.33,2384,4718,1491,30.692,,,,378,1048,2915,2772.4868,212,1169,1528,7484.33,2708,7033,2357,44.906,12034.83,3635,11429,5364,72.209,,,,,,,,,true,false,true,false,"BOREHOLE-DEPTH,GR,GR_N,RES,RHOB,SP",US,UINTA,,UT,26,08S,17E,SENW,,,,,(N/A),P-540,,,,,,32.89,,43-047-53290-00,40.0905312,-109.9775039,40.0884859,-109.9797139
